Y,X1,X2,X3 
100558960,670,292,514 
157495653,939,343,489 
427825160,898,581,820 
21571368,498,98,442 
470301744,974,744,649 
60326976,96,719,874 
1432728,67,486,44 
146593728,307,829,576 
3185280,80,948,42 
11767308,292,707,57 
10022940,414,30,807 
127506720,480,589,451 
447651256,709,934,676 
39290022,857,162,283 
161879400,900,647,278 
258581400,579,550,812 
1335528,458,4,729 
14943240,403,60,618 
5810896,208,307,91 
98664912,647,216,706 
314620768,518,812,748 
228228,39,266,22 
42502656,236,224,804 
48749030,262,199,935 
482829165,819,751,785 
28869120,280,144,716 
218305920,555,448,878 
218391426,913,873,274 
2265123,21,811,133 
42335435,215,883,223 
308264400,584,765,690 
75330752,929,724,112 
18268464,636,172,167 
32857600,544,100,604 
648766746,801,849,954 
179305470,873,235,874 
14348000,800,85,211 
5141048,242,113,188 
104215489,271,959,401 
28561581,711,139,289 
5599800,306,150,122 
264013849,769,529,649 
85149750,331,350,735 
146161680,964,361,420 
164906225,703,275,853 
854690592,984,926,938 
83634,53,263,6 
51153920,320,206,776 
334610100,803,463,900 
34238160,726,655,72 
71129344,286,268,928 
69131828,193,596,601 
25734192,748,282,122 
25249998,782,141,229 
341170500,690,550,899 
43184400,200,291,742 
70043040,720,383,254 
236390400,608,675,576 
46812960,76,885,696 
5336550,90,885,67 
7157700,30,495,482 
34454400,592,600,97 
4873806,823,63,94 
244280,394,155,4 
102701760,680,406,372 
12787376,29,508,868 
15955920,249,712,90 
212472,908,3,78 
322284504,577,629,888 
51313920,830,384,161 
20472120,292,855,82 
35280336,788,273,164 
624750,238,7,375 
34831104,336,124,836 
331315920,828,405,988 
181277460,364,765,651 
5911815,71,793,105 
259545468,778,658,507 
13995352,476,482,61 
69354012,602,422,273 
84611560,290,836,349 
141406704,557,258,984 
575222250,725,998,795 
273855180,866,830,381 
116314731,579,663,303 
24598860,390,94,671 
14380450,227,181,350 
1799756,133,398,34 
21245700,302,335,210 
14406301,371,103,377 
71593632,792,837,108 
70189200,360,402,485 
73154796,178,479,858 
68212716,508,143,939 
45995040,810,168,338 
3368448,288,344,34 
9689670,93,690,151 
121583736,423,488,589 
148847058,279,642,831 
11119240,683,185,88 
424222890,910,843,553 
120527640,855,536,263 
190620720,470,516,786 
16704225,365,81,565 
2462460,273,20,451 
213902640,588,645,564 
138097449,393,577,609 
281473800,740,930,409 
39606798,662,407,147 
303367680,532,576,990 
60163584,832,138,524 
419328000,960,650,672 
67751406,449,166,909 
62760192,352,646,276 
49325588,148,827,403 
56799321,579,263,373 
10291143,87,851,139 
14759580,726,95,214 
2279340,126,54,335 
264494160,765,686,504 
41798542,863,61,794 
5070157,29,359,487 
112060256,623,224,803 
188387850,994,399,475 
16501680,328,65,774 
43764480,524,320,261 
31611288,543,76,766 
23591790,414,655,87 
16199568,231,487,144 
35313300,132,369,725 
687459906,833,986,837 
8456448,704,52,231 
14323680,42,588,580 
4180000,160,475,55 
159243788,478,418,797 
10156496,53,406,472 
199708758,569,558,629 
429006270,946,735,617 
8699950,530,335,49 
57440280,296,761,255 
106567488,324,488,674 
314282528,974,344,938 
132224615,785,179,941 
1326402,121,63,174 
119096730,527,486,465 
91062306,573,243,654 
1151865,179,55,117 
870912,336,96,27 
574180425,967,975,609 
35099310,614,515,111 
25711774,121,362,587 
78876672,786,784,128 
958636,268,49,73 
153414756,549,803,348 
117085760,464,370,682 
7222215,715,777,13 
398920960,698,893,640 
319646580,919,527,660 
51345408,732,137,512 
507780,31,455,36 
59958605,235,287,889 
80050649,373,217,989 
6393870,54,995,119 
132329330,895,413,358 
119170038,367,362,897 
436855224,806,961,564 
982080,248,440,9 
229006960,364,830,758 
87551145,963,145,627 
421231680,740,804,708 
45264960,585,104,744 
307496000,560,950,578 
23955360,130,264,698 
111749792,868,242,532 
31757176,88,619,583 
127814908,757,191,884 
407160,116,54,65 
15881943,77,591,349 
270325302,519,598,871 
32798920,616,463,115 
92942220,980,939,101 
103358320,920,149,754 
29260140,699,230,182 
25950024,74,612,573 
51813750,625,337,246 
21432034,103,302,689 
2119260,836,195,13 
25676910,42,769,795 
471240,20,693,34 
94615136,946,304,329 
824924430,957,885,974 
107559925,341,341,925 
119856834,267,489,918 
485976024,516,978,963 
385558656,896,661,651 
207883104,494,797,528 
102449634,361,609,466 
124021664,923,884,152 
23950125,225,349,305 
40330752,484,744,112 
3137238,533,9,654 
5566972,223,79,316 
20450640,56,777,470 
146181750,470,325,957 
54097325,899,415,145 
35750880,305,396,296 
21480060,42,514,995 
22129920,113,816,240 
2823840,592,477,10 
52702510,193,415,658 
167123736,663,389,648 
488170800,900,988,549 
121477224,726,709,236 
183119811,709,753,343 
56776464,136,859,486 
48412000,133,910,400 
12953024,232,997,56 
99051560,590,893,188 
48671680,778,184,340 
3424648,328,53,197 
229561200,600,682,561 
31960940,220,281,517 
169025625,225,995,755 
9148500,950,18,535 
60142464,296,306,664 
49398912,313,411,384 
17132700,276,65,955 
272814736,401,808,842 
10013952,944,156,68 
146700072,772,306,621 
22412208,588,733,52 
8755680,435,592,34 
62974800,343,306,600 
115550572,461,446,562 
402764467,707,839,679 
16962120,889,954,20 
6753520,290,284,82 
130553280,634,440,468 
47841864,581,141,584 
146982000,748,655,300 
31966200,413,344,225 
7019250,490,955,15 
371290920,910,562,726 
141167124,201,929,756 
18993828,238,566,141 
66631680,270,964,256 
8793590,865,598,17 
3587650,593,275,22 
140261220,918,926,165 
11178864,916,18,678 
96200328,914,294,358 
381130080,584,894,730 
92472250,769,250,481 
319814352,806,501,792 
38878004,937,164,253 
56870100,525,354,306 
395874320,856,898,515 
259249683,861,341,883 
105032545,431,305,799 
186091962,238,789,991 
203782040,607,872,385 
19298048,979,56,352 
90894240,204,948,470 
119791980,945,172,737 
63738900,860,915,81 
26033700,75,644,539 
365387512,742,818,602 
21710496,544,53,753 
67184190,342,389,505 
254818420,958,397,670 
126988288,512,412,602 
14889180,86,398,435 
99015000,820,345,350 
49681242,543,102,897 
67802280,196,390,887 
4495590,209,45,478 
231786464,637,664,548 
112703380,557,604,335 
475332624,951,702,712 
6599788,751,52,169 
60465600,228,340,780 
65336100,300,557,391 
6485248,56,658,176 
63390756,583,697,156 
106733340,381,805,348 
193516752,699,286,968 
46195776,276,264,634 
73208100,994,75,982 
1594215,7,945,241 
2419794,9,766,351 
689172588,841,927,884 
35893440,72,824,605 
5300696,344,19,811 
6621120,352,627,30 
146830299,469,537,583 
119086860,655,654,278 
4506228,738,71,86 
9668256,183,208,254 
19775448,756,902,29 
65881360,974,152,445 
10315560,354,62,470 
139830236,383,442,826 
21977326,62,641,553 
69613650,555,555,226 
144572850,815,219,810 
116851152,649,968,186 
110913736,683,424,383 
61833628,734,146,577 
6132812,322,178,107 
6009102,89,341,198 
364190525,685,565,941 
5632902,261,22,981 
6731626,451,878,17 
66158838,909,302,241 
11023262,181,74,823 
234851552,344,988,691 
95067840,860,329,336 
30735360,384,290,276 
310766742,769,858,471 
111709800,604,274,675 
171447192,879,378,516 
68298282,177,582,663 
12713688,884,18,799 
398024996,964,701,589 
48560400,246,658,300 
17085000,335,200,255 
291426070,815,442,809 
367647984,697,999,528 
266141696,524,512,992 
102345984,918,208,536 
91806990,206,555,803 
18491200,728,40,635 
96416520,340,302,939 
51592680,207,372,670 
661839350,722,925,991 
11850776,56,431,491 
94865680,314,455,664 
487261944,936,841,619 
181328004,708,597,429 
76702912,754,544,187 
369581432,569,968,671 
8584576,364,176,134 
4106880,18,920,248 
87470712,996,119,738 
568148976,901,906,696 
7501890,55,381,358 
443146704,802,644,858 
40496225,77,965,545 
206339465,505,839,487 
7762944,448,361,48 
56539560,660,203,422 
42372568,952,47,947 
31954662,849,41,918 
734958,614,21,57 
117433456,298,868,454 
101968867,559,721,253 
2581964,166,101,154 
80765100,177,845,540 
3239376,434,622,12 
15627810,33,667,710 
3359460,130,354,73 
214724700,866,285,870 
68991000,793,725,120 
2809135,967,83,35 
337422720,976,645,536 
156860428,727,646,334 
601866960,705,916,932 
458098092,753,774,786 
85939308,709,666,182 
105035670,654,249,645 
3368960,235,224,64 
141338756,419,499,676 
149868460,436,427,805 
350300016,946,888,417 
174731760,937,360,518 
284960000,1000,548,520 
72080535,417,191,905 
329441960,620,758,701 
113778,14,387,21 
188596512,754,648,386 
18384800,343,400,134 
24806600,470,406,130 
59172672,151,416,942 
8123904,656,688,18 
187152525,405,815,567 
123297764,703,326,538 
29782500,300,209,475 
106619051,319,931,359 
472303116,822,822,699 
79691648,691,848,136 
162496110,545,651,458 
6072000,368,110,150 
18240768,754,864,28 
29907360,430,207,336 
248562300,914,925,294 
141304646,694,493,413 
65637440,440,643,232 
287477232,724,812,489 
65797760,773,560,152 
60463872,966,192,326 
244112688,692,369,956 
191666568,582,493,668 
27784422,593,137,342 
222331824,429,549,944 
31113060,141,236,935 
229500918,534,477,901 
109705296,831,148,892 
79270564,283,293,956 
349495488,828,496,851 
31781376,88,513,704 
2890800,198,100,146 
18118620,801,116,195 
137552188,452,347,877 
15399720,97,168,945 
441553700,970,490,929 
60993240,616,861,115 
202365240,905,363,616 
20283930,239,205,414 
7367448,59,946,132 
44563584,158,312,904 
275770,230,11,109 
135462930,503,470,573 
146415010,805,862,211 
556673688,873,978,652 
5730400,260,290,76 
43683900,598,974,75 
17541552,238,111,664 
7308980,238,166,185 
40285872,174,877,264 
9209552,22,737,568 
104064296,139,922,812 
10706220,145,879,84 
13748735,205,143,469 
271609300,878,575,538 
4359344,188,341,68 
394254,294,149,9 
126963480,578,523,420 
203231304,696,393,743 
4642848,126,329,112 
93278150,514,427,425 
23155020,391,423,140 
215661400,824,475,551 
39146800,308,310,410 
693864,838,828,1 
409462120,503,866,940 
328712625,745,925,477 
45332200,134,850,398 
25077600,144,810,215 
38774918,598,157,413 
224590230,811,905,306 
282771130,466,773,785 
13899336,418,102,326 
69098832,999,264,262 
140100324,923,364,417 
9315934,131,74,961 
60124896,808,117,636 
337424802,573,638,923 
529471040,989,956,560 
10183518,669,59,258 
185021304,804,689,334 
218883560,604,835,434 
549653520,723,884,860 
125522676,358,774,453 
103249252,298,382,907 
82533820,251,410,802 
34015346,79,467,922 
107819520,640,404,417 
79459380,351,660,343 
9189024,888,398,26 
41019000,678,121,500 
8493387,111,643,119 
274360416,867,496,638 
15922760,410,76,511 
227741416,602,458,826 
1320760,530,623,4 
112625480,682,460,359 
18284160,32,642,890 
244418112,916,612,436 
10754183,439,131,187 
34734315,427,145,561 
180062895,569,867,365 
19144188,367,621,84 
50608008,968,111,471 
79648530,993,617,130 
79023168,973,192,423 
6076980,182,371,90 
645753060,954,981,690 
253208700,764,491,675 
81893646,123,846,787 
1162836,194,333,18 
178163088,906,376,523 
73292292,501,292,501 
58381383,701,391,213 
233659254,727,782,411 
140666880,456,482,640 
4028760,90,62,722 
3260320,284,328,35 
224808000,323,750,928 
46808350,745,305,206 
48082080,919,109,480 
221852400,616,525,686 
523439094,633,926,893 
58233000,188,826,375 
135714810,539,385,654 
219749472,522,634,664 
182638288,784,277,841 
251520,60,131,32 
238478604,942,749,338 
637503867,819,919,847 
33318720,503,80,828 
439322400,688,990,645 
31456590,285,638,173 
18218948,341,74,722 
8234460,30,663,414 
145260500,875,539,308 
11609076,863,76,177 
180314100,985,270,678 
4484700,135,55,604 
79529164,541,514,286 
4173468,863,372,13 
225502947,537,927,453 
42724260,894,590,81 
66325536,738,548,164 
413360200,475,899,968 
81624928,422,308,628 
162682215,643,303,835 
15257970,182,621,135 
8157600,100,618,132 
493008588,908,989,549 
19453830,353,167,330 
9684908,722,19,706 
9110880,333,288,95 
123609240,942,162,810 
8230012,214,41,938 
3028540,4,929,815 
69935580,99,715,988 
25742348,157,179,916 
4600400,25,434,424 
355919592,636,994,563 
41579136,576,106,681 
135384064,752,232,776 
256948992,768,487,687 
2239926,611,282,13 
47875056,174,422,652 
1201854,523,766,3 
4836330,109,255,174 
113084829,429,351,751 
429552270,445,978,987 
1835639,13,337,419 
89694210,886,397,255 
49522176,977,288,176 
81787888,149,754,728 
37498158,531,527,134 
4778208,282,353,48 
79432500,175,850,534 
122103367,323,629,601 
119070000,225,945,560 
52097584,863,308,196 
5915536,29,836,244 
24424400,50,572,854 
50016720,276,340,533 
311663550,813,850,451 
352648512,934,432,874 
39167495,113,905,383 
34076142,178,239,801 
74903985,345,247,879 
77483322,717,581,186 
85474440,465,333,552 
300767088,976,739,417 
43732710,630,857,81 
146917386,198,931,797 
19570650,725,818,33 
126140565,939,335,401 
16340121,433,599,63 
266403150,339,845,930 
22784895,399,243,235 
162063660,979,465,356 
12594582,466,91,297 
15206400,160,432,220 
125072640,640,987,198 
1520760,23,551,120 
31256982,711,862,51 
381146688,912,684,611 
1026720,230,36,124 
1973469,111,773,23 
195312766,971,446,451 
240452520,840,491,583 
795434640,903,968,910 
11309760,96,714,165 
33598152,823,243,168 
239606352,724,522,634 
446527474,646,733,943 
1126440,42,60,447 
185447704,403,593,776 
236367684,651,766,474 
86108400,201,816,525 
104889960,504,535,389 
428165952,984,998,436 
32243840,80,664,607 
101660000,920,325,340 
374474178,486,859,897 
440264550,605,955,762 
14504448,96,284,532 
11594000,496,935,25 
372753696,938,408,974 
6250020,35,647,276 
73254456,594,172,717 
103703660,305,509,668 
2873988,23,178,702 
27067040,364,520,143 
5826912,104,203,276 
224135084,628,397,899 
10657332,381,259,108 
3309768,63,398,132 
306850544,686,598,748 
390561600,569,880,780 
209760,4,230,228 
205842010,418,661,745 
80619840,860,868,108 
200664084,593,519,652 
11269830,71,286,555 
108950466,334,681,479 
248558976,414,848,708 
82766208,168,751,656 
33248256,948,137,256 
72697625,245,715,415 
194288750,446,697,625 
39853123,523,421,181 
227522256,897,764,332 
1639700,4,475,863 
267534280,785,377,904 
10484964,201,189,276 
121992192,279,896,488 
85595328,234,736,497 
295886487,741,419,953 
83581190,985,638,133 
166059264,408,553,736 
275256072,774,364,977 
2420037,9,433,621 
19847156,929,763,28 
5450120,104,223,235 
302856960,593,912,560 
80878,1,742,109 
315634056,794,471,844 
192535032,366,758,694 
20030829,307,239,273 
248544828,466,581,918 
278167960,868,878,365 
87635819,467,199,943 
104297050,290,715,503 
4374625,79,443,125 
6461000,994,325,20 
10625160,910,84,139 
16606688,544,343,89 
148997180,340,593,739 
225138600,908,285,870 
819024,904,3,302 
222376392,662,774,434 
17381430,543,33,970 
56826440,484,398,295 
99810029,269,979,379 
30835640,277,440,253 
21659480,41,562,940 
34964370,115,381,798 
211398633,981,327,659 
78706530,922,813,105 
5374908,554,147,66 
14805076,181,143,572 
76773224,584,703,187 
47126976,416,478,237 
2220190,49,394,115 
171303552,388,876,504 
45735888,836,564,97 
24800688,34,921,792 
78394140,255,411,748 
194939217,313,891,699 
16059477,307,159,329 
15223608,174,951,92 
128881200,350,916,402 
32313120,590,112,489 
242183292,799,348,871 
11699220,265,78,566 
252118350,530,495,961 
8568261,237,103,351 
48260025,561,465,185 
521703,147,507,7 
37094832,369,206,488 
90722034,922,377,261 
204048000,327,650,960 
91825632,346,291,912 
651035745,879,981,755 
206771916,871,876,271 
41119806,381,593,182 
333608205,907,791,465 
215810840,434,529,940 
407991342,759,677,794 
406296,792,9,57 
334866750,977,914,375 
37300374,603,394,157 
3755160,171,60,366 
6926114,547,26,487 
1453676,193,269,28 
13255424,128,182,569 
57078,189,1,302 
34986269,409,757,113 
25659996,276,389,239 
220416000,1000,984,224 
201867590,722,281,995 
7945128,183,81,536 
6100010,211,98,295 
110214160,398,989,280 
31007277,727,677,63 
46911990,465,691,146 
27310296,542,663,76 
40691008,307,304,436 
122158608,888,338,407 
385467516,477,931,868 
26595360,292,330,276 
96230160,690,596,234 
85440960,558,319,480 
9579570,847,145,78 
808704,12,104,648 
469024482,534,977,899 
271139154,663,641,638 
122530968,908,459,294 
94122240,772,160,762 
152918766,322,533,891 
33276600,140,342,695 
140140,35,364,11 
26818272,171,754,208 
1222396,7,586,298 
2502400,64,170,230 
83279488,218,508,752 
52903128,802,239,276 
24066900,50,858,561 
214813260,843,685,372 
53214226,529,106,949 
65413440,144,678,670 
651411936,777,984,852 
817224408,924,986,897 
72151170,798,535,169 
135667800,904,667,225 
21934556,493,98,454 
318018560,694,640,716 
22434464,796,271,104 
396508680,680,603,967 
505290240,896,964,585 
69284592,104,949,702 
12339054,434,243,117 
143251416,348,891,462 
163701830,905,298,607 
53937702,169,894,357 
62992785,145,809,537 
14426064,71,204,996 
742876000,811,1000,916 
195886308,391,503,996 
54956152,677,584,139 
66036248,551,422,284 
74207694,283,274,957 
282869496,861,702,468 
76869243,837,121,759 
45454516,599,622,122 
409368960,585,994,704 
9456048,36,371,708 
22999914,293,623,126 
18690490,470,133,299 
317720850,925,786,437 
590012640,864,763,895 
13441740,76,195,907 
182271960,493,936,395 
19274472,42,916,501 
432876177,873,839,591 
94798368,797,252,472 
96891212,617,172,913 
13718160,464,365,81 
56302290,355,534,297 
11054712,211,444,118 
83966592,898,974,96 
207587160,589,534,660 
17790720,565,384,82 
32767280,455,643,112 
117390825,885,239,555 
156110112,288,643,843 
250449408,352,729,976 
80035194,159,778,647 
48166886,457,698,151 
102232200,482,300,707 
90423288,274,801,412 
125235000,275,495,920 
390771920,632,770,803 
323461600,770,890,472 
212332005,597,393,905 
27777987,97,423,677 
67147256,977,968,71 
73827408,398,524,354 
52864416,222,246,968 
61274070,529,495,234 
108084375,183,625,945 
429888550,883,650,749 
11543982,773,19,786 
149063456,853,688,254 
7428465,349,43,495 
3298944,22,426,352 
27930000,84,380,875 
1014392,184,37,149 
15269300,86,670,265 
22374374,619,62,583 
280390656,512,767,714 
301333144,362,868,959 
95948064,144,914,729 
140947900,335,545,772 
169839768,444,623,614 
90324312,307,598,492 
24905664,36,812,852 
50095992,348,167,862 
25449930,902,495,57 
183750768,972,334,566 
21699090,129,210,801 
23441990,338,715,97 
152289995,871,605,289 
26694253,317,787,107 
30642816,384,199,401 
2781030,595,246,19 
23200848,453,132,388 
44352,288,14,11 
331992609,663,899,557 
35477960,787,280,161 
247805600,646,548,700 
4350024,49,411,216 
385486209,657,837,701 
18330884,44,949,439 
26449200,632,279,150 
126158592,896,757,186 
83530650,265,553,570 
129438400,364,635,560 
30923046,737,777,54 
360310188,877,876,469 
93844800,784,700,171 
154625130,313,998,495 
5564845,559,55,181 
50431464,498,291,348 
151066262,661,229,998 
136882453,713,391,491 
9677664,487,108,184 
101177566,694,353,413 
1949409,11,873,203 
4185192,66,191,332 
263018960,628,860,487 
75495804,662,249,458 
56564746,271,238,877 
12924776,472,197,139 
69225975,637,189,575 
19109970,291,330,199 
16024157,73,967,227 
7524000,627,480,25 
143160501,659,227,957 
11660700,705,20,827 
38974761,357,723,151 
759088,11,76,908 
218627563,587,539,691 
254310420,658,991,390 
144433422,518,621,449 
105100272,752,293,477 
28177760,403,160,437 
121277988,874,593,234 
82416136,748,619,178 
337559922,833,423,958 
8483884,179,82,578 
141900486,273,586,887 
9332208,283,144,229 
43337136,382,696,163 
347710680,909,730,524 
28439555,251,527,215 
90343584,261,464,746 
125135280,656,785,243 
67880648,319,536,397 
139323424,841,248,668 
7028970,871,538,15 
33823230,57,865,686 
35271808,286,188,656 
5087209,23,263,841 
17122710,726,53,445 
131063016,322,951,428 
181180800,400,972,466 
128735412,257,676,741 
425107254,494,879,979 
3874689,747,19,273 
16067565,409,485,81 
77327616,941,256,321 
99076112,824,761,158 
157876432,577,698,392 
2769152,29,373,256 
91303170,665,934,147 
36233064,87,536,777 
150324844,523,397,724 
132622800,618,296,725 
10636038,42,389,651 
346160640,480,752,959 
309812958,941,402,819 
14626710,710,763,27 
120492680,994,638,190 
53589536,143,956,392 
488214468,966,643,786 
74659662,363,354,581 
409307136,921,896,496 
74264940,522,205,694 
1675268,133,188,67 
364240000,1000,785,464 
38356560,180,668,319 
335577816,756,886,501 
346417500,969,500,715 
17023824,157,753,144 
14965498,62,859,281 
30518880,372,280,293 
27808584,534,94,554 
826880,160,323,16 
17658891,311,701,81 
14955888,713,874,24 
501701760,966,960,541 
80027376,524,858,178 
368415216,666,591,936 
184367862,483,563,678 
43137600,330,152,860 
270283464,564,822,583 
73557792,504,214,682 
4224312,162,164,159 
69764392,337,229,904 
2471084,154,113,142 
154272208,568,977,278 
22076208,616,181,198 
123094552,217,731,776 
26745250,899,70,425 
64376840,940,121,566 
445520520,786,804,705 
5221920,688,15,506 
8346800,280,271,110 
267262340,515,947,548 
48408080,106,466,980 
180166648,472,911,419 
341320000,1000,424,805 
97160400,788,150,822 
82440280,610,598,226 
8401230,289,570,51 
27858600,268,945,110 
102160260,394,430,603 
65848566,817,606,133 
43453500,354,491,250 
18353500,235,110,710 
407569536,852,792,604 
12387375,99,875,143 
56785400,200,329,863 
220892000,400,805,686 
259728240,915,628,452 
22192225,517,505,85 
32734359,861,667,57 
10412160,957,640,17 
40154400,676,108,550 
52927602,217,767,318 
24819300,660,327,115 
21502395,505,171,249 
3619168,28,214,604 
439828480,560,944,832 
86418336,856,564,179 
475768800,975,816,598 
304399950,762,725,551 
13527630,73,435,426 
150864120,972,935,166 
97181964,537,198,914 
1362240,4,473,720 
54916800,272,300,673 
43456500,90,522,925 
177594950,650,433,631 
76681440,517,927,160 
63398797,407,289,539 
37291140,82,978,465 
148698788,313,893,532 
77581344,524,796,186 
11070176,178,299,208 
57887136,414,144,971 
239758428,469,678,754 
23195650,941,986,25 
15523200,144,550,196 
195837648,521,382,984 
24529536,72,428,796 
168976500,539,375,836 
359334144,558,832,774 
134064210,238,799,705 
38025702,143,474,561 
26741333,509,107,491 
313734624,861,772,472 
515883813,849,911,667 
11352408,82,996,139 
11457864,407,153,184 
18001824,372,92,526 
136197880,710,868,221 
270362400,800,539,627 
537054300,972,695,795 
29441880,486,466,130 
4434144,304,221,66 
5185432,232,31,721 
122636700,900,857,159 
9525584,478,94,212 
307188585,495,807,769 
1406112,97,906,16 
8307200,649,80,160 
3175038,9,423,834 
2015112,898,44,51 
518117664,688,802,939 
79800000,350,600,380 
50133020,802,70,893 
14646777,57,293,877 
362933550,841,685,630 
698909640,964,845,858 
174746916,414,618,683 
53288928,396,534,252 
123696720,270,606,756 
160310923,817,239,821 
760668992,856,983,904 
1366128,716,477,4 
231745206,706,343,957 
28119456,599,48,978 
152641272,316,651,742 
21169590,170,309,403 
107134056,423,346,732 
29385261,699,243,173 
28466088,278,138,742 
246406272,841,896,327 
32531400,220,954,155 
104668200,910,710,162 
186862500,375,604,825 
196974180,702,597,470 
335741250,970,375,923 
140923860,658,885,242 
17558145,449,45,869 
202775030,589,995,346 
4657110,505,159,58 
48885120,276,820,216 
143909568,678,352,603 
288310752,727,816,486 
32419154,146,233,953 
146257650,469,891,350 
83206368,894,831,112 
9244479,31,929,321 
10838520,952,253,45 
89895575,697,469,275 
55121040,312,234,755 
192469392,786,358,684 
12740988,134,897,106 
1139718,41,246,113 
91194560,620,464,317 
24848560,340,242,302 
23121728,292,707,112 
69334034,973,79,902 
37068962,581,874,73 
18008832,384,179,262 
331043550,786,425,991 
87671640,435,826,244 
24957727,317,601,131 
112086044,892,203,619 
53677728,162,468,708 
222404292,594,558,671 
10330760,886,220,53 
482491542,689,919,762 
428034432,816,551,952 
138403140,530,613,426 
48041158,506,263,361 
63714840,751,140,606 
37622156,803,212,221 
86084614,398,583,371 
39617904,291,508,268 
9574176,87,724,152 
29648700,417,90,790 
379519101,573,999,663 
202214670,911,302,735 
11511136,118,182,536 
29273490,477,646,95 
5993757,837,77,93 
566555310,813,783,890 
127054356,254,689,726 
226968534,949,774,309 
358987200,780,880,523 
22222164,41,564,961 
141698508,948,917,163 
330569364,933,877,404 
3711072,232,43,372 
301478950,482,985,635 
198603600,377,600,878 
244244,26,854,11 
27686880,255,156,696 
119213072,968,278,443 
334696400,475,937,752 
78500352,894,112,784 
50064586,907,193,286 
152412152,281,898,604 
61021938,879,337,206 
5827500,259,225,100 
1179024,14,87,968 
146674266,607,618,391 
178286480,389,674,680 
50661325,143,925,383 
8045840,820,892,11 
219572640,672,411,795 
81510648,986,83,996 
9703744,146,134,496 
120082932,577,738,282 
11390340,204,859,65 
275951412,537,748,687 
3178980,60,609,87 
211862574,462,753,609 
107919126,739,266,549 
383616,18,192,111 
4892400,162,604,50 
3338880,940,4,888 
152506445,665,767,299 
401206365,621,879,735 
7437000,50,804,185 
182795580,430,627,678 
220601280,515,776,552 
50482278,426,891,133 
106708448,308,508,682 
7971480,90,484,183 
37959550,470,145,557 
184663440,545,362,936 
8450676,338,54,463 
21182896,659,56,574 
118063764,738,273,586 
2699235,451,285,21 
286960518,949,314,963 
407911424,934,512,853 
17305002,891,26,747 
192503025,965,495,403 
122233293,273,721,621 
587776384,746,832,947 
95137224,294,889,364 
397462288,983,683,592 
32685609,363,127,709 
6730746,127,66,803 
75188268,757,801,124 
173802000,698,600,415 
107965130,130,997,833 
11975012,214,571,98 
82358100,110,846,885 
24041320,590,61,668 
17479344,433,87,464 
692795040,820,987,856 
28896966,326,441,201 
10450440,715,21,696 
289829400,914,420,755 
4279104,204,76,276 
47354608,593,248,322 
46206585,549,543,155 
14925600,360,60,691 
22806036,891,316,81 
14891580,545,66,414 
23241006,459,873,58 
588644886,822,883,811 
193725000,945,625,328 
108649072,112,997,973 
1445900,761,190,10 
148687812,533,567,492 
243617088,572,912,467 
101387364,307,348,949 
10231320,33,920,337 
375552,48,8,978 
539526208,758,754,944 
126214137,617,357,573 
108571085,763,191,745 
178746880,655,533,512 
32254320,840,146,263 
2592720,15,554,312 
1345456,28,586,82 
40435200,324,312,400 
211248422,322,817,803 
425952,58,918,8 
21842228,499,706,62 
11321856,819,24,576 
393704700,425,956,969 
264044000,400,935,706 
72245250,375,198,973 
20904000,335,200,312 
404891984,863,497,944 
34714845,495,241,291 
137489000,431,725,440 
238416975,549,599,725 
57011894,817,851,82 
24548832,123,616,324 
86003176,926,217,428 
740982,11,218,309 
93320500,293,910,350 
5096175,119,75,571 
135004896,416,337,963 
10469382,129,217,374 
8294300,697,140,85 
110633544,219,868,582 
45699912,411,246,452 
25169520,680,186,199 
208159497,273,931,819 
252949284,413,954,642 
295308000,520,631,900 
336299094,909,591,626 
120827280,371,460,708 
90976704,336,533,508 
7085100,570,55,226 
370684728,986,531,708 
174227610,521,355,942 
36886080,112,998,330 
89578008,247,876,414 
71323650,449,225,706 
268689400,410,868,755 
114122996,421,676,401 
58897508,241,428,571 
459003324,717,676,947 
13437900,63,395,540 
21917416,284,94,821 
129454260,582,377,590 
161873600,388,560,745 
55527120,984,114,495 
73354050,146,609,825 
18703040,277,844,80 
73215900,230,810,393 
3855000,500,30,257 
91730100,209,798,550 
121472928,281,474,912 
306680,41,44,170 
38326602,961,69,578 
7851060,315,186,134 
218249360,604,812,445 
137348724,186,877,842 
172972800,520,504,660 
127913984,334,748,512 
279651108,563,781,636 
33590700,162,650,319 
11061336,121,293,312 
211003470,503,531,790 
37960000,208,292,625 
243151062,462,853,617 
81082260,951,348,245 
312403560,393,952,835 
134292912,376,482,741 
92016,9,16,639 
428929830,810,707,749 
85145280,121,960,733 
214777680,943,292,780 
618408371,931,953,697 
579071740,988,635,923 
44336696,584,79,961 
78500250,753,250,417 
34024476,202,402,419 
112598704,647,292,596 
201255450,431,825,566 
37801500,58,825,790 
9833850,82,615,195 
3178140,138,329,70 
134312025,635,717,295 
74981376,108,768,904 
728333848,803,937,968 
18940608,194,288,339 
467038404,686,981,694 
6773400,852,30,265 
91307670,346,365,723 
38102064,183,286,728 
295295,11,413,65 
287859584,811,376,944 
450263880,792,753,755 
55056364,337,188,869 
111274365,695,643,249 
4506360,94,102,470 
16203264,224,88,822 
208765485,915,303,753 
428512032,729,942,624 
6985000,635,440,25 
20156220,153,941,140 
29106000,600,385,126 
160475406,589,546,499 
