Y,X1,X2,X3, 
143376660,318,665,678, 
161669035,473,985,347, 
220939635,721,465,659, 
7533994,101,151,494, 
3143448,66,147,324, 
116900500,809,250,578, 
43362000,240,225,803, 
406512000,500,941,864, 
387055960,937,898,460, 
1124800,160,19,370, 
66381996,974,74,921, 
85997936,344,523,478, 
8588580,780,91,121, 
27265328,712,467,82, 
598955170,946,911,695, 
33247138,593,194,289, 
110922000,665,556,300, 
21545589,93,251,923, 
128489400,646,900,221, 
88381056,752,354,332, 
20328862,71,599,478, 
296780736,672,479,922, 
483372,926,174,3, 
478241610,649,957,770, 
1993488,21,349,272, 
2032956,298,9,758, 
28542384,632,78,579, 
539909264,706,872,877, 
1533840,415,154,24, 
441376650,741,950,627, 
77558000,157,1000,494, 
7887888,93,144,589, 
27256238,557,86,569, 
3253626,414,29,271, 
282244200,425,708,938, 
9761364,804,57,213, 
8237564,38,283,766, 
12634425,723,233,75, 
10762560,120,303,296, 
25133004,442,78,729, 
22107056,349,856,74, 
49632192,866,72,796, 
63699216,371,438,392, 
412074072,698,828,713, 
69635664,426,278,588, 
675273816,846,812,983, 
26956800,234,225,512, 
22924160,688,49,680, 
62909352,726,174,498, 
103082060,710,317,458, 
75788492,988,79,971, 
47544900,325,438,334, 
83237232,338,248,993, 
1606692,764,701,3, 
65447278,338,227,853, 
114463377,129,987,899, 
9188270,182,439,115, 
128713650,447,650,443, 
82316520,660,169,738, 
275946000,1000,678,407, 
3671712,976,33,114, 
4764405,41,381,305, 
8924194,293,314,97, 
123442500,755,750,218, 
304858920,564,955,566, 
18710250,195,950,101, 
448379280,984,549,830, 
2831571,527,27,199, 
85599228,858,601,166, 
4979910,226,113,195, 
61350560,335,236,776, 
99433500,453,439,500, 
175570200,450,492,793, 
7445344,904,29,284, 
71255894,634,673,167, 
75592415,899,251,335, 
28087644,156,401,449, 
2697912,42,318,202, 
112076160,807,140,992, 
21848736,96,287,793, 
103732902,218,819,581, 
40286970,162,885,281, 
53754624,297,404,448, 
100853808,251,528,761, 
431886996,724,711,839, 
100129200,400,543,461, 
186434336,382,517,944, 
237330560,736,460,701, 
67015585,371,397,455, 
173980380,590,354,833, 
22586250,317,475,150, 
4115826,117,429,82, 
240211188,651,634,582, 
6635358,37,486,369, 
85335362,679,191,658, 
10266954,797,114,113, 
59664384,208,864,332, 
18571896,756,142,173, 
51488340,580,381,233, 
160896792,994,246,658, 
134877952,454,352,844, 
41195154,231,361,494, 
131580120,217,652,930, 
28741560,730,772,51, 
208241280,309,832,810, 
111679568,266,734,572, 
11755640,94,148,845, 
188116992,576,336,972, 
143066,929,22,7, 
56290740,493,692,165, 
204573534,583,753,466, 
30827253,703,47,933, 
7979895,315,517,49, 
15063290,55,422,649, 
14237774,226,73,863, 
19985966,286,469,149, 
199983246,482,753,551, 
9711520,115,232,364, 
323308206,717,533,846, 
188790140,539,422,830, 
56068740,273,326,630, 
14233752,18,822,962, 
22545876,206,111,986, 
108183828,201,956,563, 
4641714,231,34,591, 
25827840,960,708,38, 
5024000,50,640,157, 
356048700,490,795,914, 
169746288,996,548,311, 
440337744,906,924,526, 
126093954,366,623,553, 
5713884,282,33,614, 
38508624,414,154,604, 
162560300,883,526,350, 
88647520,218,680,598, 
470938050,990,495,961, 
406699272,679,708,846, 
30678636,174,199,886, 
59055750,450,673,195, 
210248388,537,474,826, 
156825045,351,965,463, 
22269150,255,205,426, 
2147376,539,498,8, 
43390462,458,211,449, 
32317020,369,580,151, 
504019356,653,982,786, 
122145088,491,338,736, 
143771328,906,342,464, 
182180320,790,497,464, 
45363888,272,783,213, 
23365944,179,666,196, 
701870840,911,935,824, 
273645630,801,635,538, 
20790000,50,540,770, 
95760424,772,218,569, 
17618796,94,351,534, 
45615960,57,855,936, 
51396444,621,363,228, 
16420725,225,901,81, 
45028224,576,129,606, 
33864000,544,375,166, 
12563844,914,79,174, 
116143830,737,618,255, 
7015920,615,248,46, 
192499584,824,248,942, 
12287520,954,14,920, 
76532318,739,106,977, 
450741390,745,979,618, 
536345632,856,961,652, 
131780520,890,324,457, 
165824010,990,503,333, 
12906546,373,146,237, 
151510338,471,966,333, 
7554612,52,237,613, 
621087808,836,787,944, 
5828706,69,494,171, 
193782337,701,707,391, 
117923553,621,283,671, 
90483840,736,180,683, 
95654034,279,907,378, 
130572000,310,780,540, 
459533088,774,684,868, 
6319248,169,82,456, 
13956140,803,20,869, 
94674096,348,458,594, 
151460980,230,809,814, 
30758364,458,819,82, 
152474400,780,362,540, 
206421516,916,441,511, 
180959490,590,477,643, 
55987200,720,180,432, 
234945240,724,746,435, 
5262592,488,674,16, 
140287140,695,801,252, 
281813910,994,615,461, 
458644800,760,940,642, 
369867708,714,543,954, 
204390144,348,912,644, 
113331316,791,731,196, 
179811928,898,443,452, 
11926698,42,791,359, 
224223680,568,695,568, 
840672,504,278,6, 
227135304,337,759,888, 
89412960,623,520,276, 
3231004,14,898,257, 
33338452,131,854,298, 
24991536,76,409,804, 
49105200,755,240,271, 
111749568,402,292,952, 
122304384,192,823,774, 
84921216,139,888,688, 
2615790,23,223,510, 
96115201,791,169,719, 
268639264,953,368,766, 
325482080,812,440,911, 
225334450,575,517,758, 
190600800,984,596,325, 
48490200,790,220,279, 
4226772,66,902,71, 
6711655,817,53,155, 
3908360,5,982,796, 
206346030,906,505,451, 
5887765,379,65,239, 
8992256,896,26,386, 
202696620,316,745,861, 
299369917,673,583,763, 
82339092,906,486,187, 
525000,105,10,500, 
39686400,600,636,104, 
66205728,456,654,222, 
50131640,856,85,689, 
57033606,161,782,453, 
18853418,491,73,526, 
254362680,715,732,486, 
30010308,958,138,227, 
204120000,900,324,700, 
10292262,659,137,114, 
202583640,840,263,917, 
4800768,152,188,168, 
158329972,898,886,199, 
15613290,42,495,751, 
120487968,608,227,873, 
9786648,107,309,296, 
6634914,222,143,209, 
218649648,707,816,379, 
96340678,971,746,133, 
232763300,703,946,350, 
75289536,526,168,852, 
58391872,238,697,352, 
7955490,38,255,821, 
15159375,825,49,375, 
212328368,358,952,623, 
325174200,940,390,887, 
450761036,914,773,638, 
306185456,794,472,817, 
46469568,619,368,204, 
158175392,992,503,317, 
4914000,18,1000,273, 
37115496,381,328,297, 
41408640,224,711,260, 
59936448,814,416,177, 
2875936,694,16,259, 
18633870,641,38,765, 
325562040,678,636,755, 
36992865,615,91,661, 
3666240,402,19,480, 
951400,355,10,268, 
98800680,290,534,638, 
14159450,503,563,50, 
8280360,12,935,738, 
3800520,138,324,85, 
9385936,926,28,362, 
159034100,445,535,668, 
294921648,513,708,812, 
41033193,379,453,239, 
3802248,87,72,607, 
232271208,774,377,796, 
262515286,418,953,659, 
404931384,587,737,936, 
78351807,379,411,503, 
151303152,938,429,376, 
130665934,574,977,233, 
51127516,443,946,122, 
9134440,323,35,808, 
17230644,513,36,933, 
167279337,639,531,493, 
147763980,310,679,702, 
292997115,985,621,479, 
41830000,376,250,445, 
216738054,377,779,738, 
130834176,384,911,374, 
37085160,833,420,106, 
322976240,766,830,508, 
166144188,742,402,557, 
27179712,642,48,882, 
29335116,834,43,818, 
394110000,750,755,696, 
324394143,643,633,797, 
530812360,962,587,940, 
182202384,808,354,637, 
54604000,292,340,550, 
289821096,402,823,876, 
147463120,749,230,856, 
136973655,845,217,747, 
44630328,892,807,62, 
4846374,234,149,139, 
36753876,673,333,164, 
12659920,259,940,52, 
63412272,532,154,774, 
146548160,632,682,340, 
69140760,615,598,188, 
108558324,237,574,798, 
12292020,117,309,340, 
217874688,773,384,734, 
68436144,488,882,159, 
33919270,899,110,343, 
14248960,121,160,736, 
125861554,533,334,707, 
97104327,281,381,907, 
28302204,588,379,127, 
7344315,555,33,401, 
15491520,326,432,110, 
140874240,884,640,249, 
1726920,164,130,81, 
30076200,924,175,186, 
31792824,216,301,489, 
285798456,834,501,684, 
39851430,587,155,438, 
333621990,767,486,895, 
251503371,953,497,531, 
51608736,408,127,996, 
369300113,691,839,637, 
36284754,451,138,583, 
43792872,701,456,137, 
72369024,327,494,448, 
126422504,247,548,934, 
76549632,817,96,976, 
69973176,199,546,644, 
118363350,950,349,357, 
130507776,882,272,544, 
270924912,732,596,621, 
132671955,377,809,435, 
58275945,931,65,963, 
150184944,624,471,511, 
86440446,909,162,587, 
380692620,908,605,693, 
333817344,948,896,393, 
485897751,751,773,837, 
237839112,714,342,974, 
13045823,761,553,31, 
49537635,555,287,311, 
159741390,755,358,591, 
9717526,749,998,13, 
251441274,967,861,302, 
17846690,755,106,223, 
55661760,308,360,502, 
108357998,607,311,574, 
126591492,564,389,577, 
1168992,48,902,27, 
10329696,178,558,104, 
679960,8,191,445, 
20748717,29,803,891, 
532162764,799,881,756, 
32670488,641,554,92, 
179205500,493,727,500, 
164476530,557,386,765, 
3765405,763,15,329, 
59696000,205,832,350, 
252992880,505,882,568, 
66150000,540,490,250, 
34246080,288,235,506, 
68508300,114,707,850, 
1775025,115,45,343, 
172799901,509,563,603, 
29163188,124,937,251, 
5496320,452,760,16, 
27917856,424,354,186, 
42073600,256,173,950, 
126183981,737,789,217, 
30394368,306,256,388, 
970880,64,370,41, 
9832704,177,496,112, 
96937050,258,475,791, 
37496151,887,61,693, 
5880160,880,257,26, 
47448,4,18,659, 
79255377,547,947,153, 
96530400,218,615,720, 
181659660,679,637,420, 
24701292,133,693,268, 
16732681,29,973,593, 
46257600,419,200,552, 
37548420,897,299,140, 
114138000,765,400,373, 
6879600,18,780,490, 
81427008,808,247,408, 
884070,165,38,141, 
75256416,809,304,306, 
88220457,793,789,141, 
2177904,17,272,471, 
118731340,890,733,182, 
33016950,661,675,74, 
131857011,143,999,923, 
1631520,618,15,176, 
10135125,105,715,135, 
217609992,331,828,794, 
34867195,641,989,55, 
556140000,1000,930,598, 
450432,23,48,408, 
305654160,705,632,686, 
271557360,540,549,916, 
311798025,525,693,857, 
19352448,96,321,628, 
623232,64,541,18, 
455627916,492,927,999, 
197766434,673,842,349, 
7817208,133,158,372, 
251923850,821,323,950, 
14291316,377,324,117, 
389662416,858,762,596, 
287634600,990,796,365, 
5515440,392,30,469, 
90758256,428,246,862, 
645433152,884,861,848, 
7552437,289,93,281, 
513330,1,710,723, 
1544508,108,21,681, 
6291264,168,248,151, 
7341110,199,85,434, 
42763260,465,277,332, 
97833096,459,642,332, 
11068668,706,18,871, 
260629380,374,783,890, 
81502602,317,438,587, 
38181165,95,641,627, 
185935100,911,260,785, 
20262375,45,581,775, 
7636860,77,114,870, 
275308626,577,566,843, 
136106352,431,516,612, 
4095750,43,127,750, 
10550400,25,471,896, 
218610816,879,268,928, 
472922640,937,701,720, 
26711480,214,395,316, 
131942800,440,785,382, 
26247175,41,883,725, 
129927200,650,961,208, 
8885268,657,196,69, 
100800700,583,650,266, 
25832400,132,412,475, 
43590960,279,240,651, 
30843295,917,35,961, 
108684576,676,609,264, 
156426240,536,640,456, 
37833750,250,855,177, 
79505328,898,168,527, 
182695128,638,294,974, 
199138968,574,838,414, 
22587840,759,96,310, 
85723750,485,202,875, 
59407482,138,787,547, 
119125188,837,644,221, 
850080,70,368,33, 
293432580,515,684,833, 
36384712,164,598,371, 
171829680,970,366,484, 
6538532,781,52,161, 
23697360,552,270,159, 
123383250,243,750,677, 
366310560,880,714,583, 
82578384,948,476,183, 
187035520,448,503,830, 
43056640,605,278,256, 
9609852,233,491,84, 
11191446,417,426,63, 
26889750,45,925,646, 
564291,63,53,169, 
34154640,369,130,712, 
32189406,241,394,339, 
36347912,148,562,437, 
218580180,910,798,301, 
47544,168,1,283, 
254564640,605,432,974, 
27026376,377,87,824, 
81369600,326,624,400, 
51830240,440,196,601, 
273703450,566,575,841, 
32944896,948,181,192, 
6696648,721,72,129, 
66969528,456,163,901, 
83407518,681,411,298, 
767903387,907,961,881, 
32421168,936,138,251, 
101832588,604,393,429, 
291602025,891,689,475, 
68092005,461,645,229, 
47348160,992,185,258, 
41320489,487,527,161, 
130310856,372,351,998, 
104750832,276,397,956, 
6278272,392,616,26, 
66501918,613,378,287, 
185830944,884,461,456, 
88007920,784,143,785, 
385329140,505,833,916, 
1023572,44,541,43, 
175304520,369,888,535, 
7842744,126,988,63, 
113744660,652,851,205, 
77315940,555,228,611, 
723400524,882,867,946, 
111792,16,17,411, 
706699350,945,901,830, 
20458040,370,601,92, 
9772812,837,84,139, 
17441608,412,347,122, 
199538670,545,878,417, 
363368160,699,608,855, 
285532200,492,795,730, 
52317276,474,638,173, 
61097960,581,478,220, 
139357856,418,622,536, 
16567268,851,62,314, 
241926144,512,856,552, 
24300448,844,122,236, 
20730360,276,370,203, 
32366880,780,532,78, 
193706160,788,510,482, 
372501510,709,830,633, 
1198806,357,146,23, 
36743472,267,282,488, 
15158464,547,866,32, 
110584712,371,424,703, 
48466830,174,565,493, 
47429928,494,378,254, 
63631984,188,598,566, 
30351168,207,632,232, 
8115660,70,339,342, 
233554926,759,394,781, 
150223050,438,425,807, 
29993097,281,757,141, 
194675184,852,577,396, 
5104008,741,287,24, 
15195600,100,756,201, 
157513440,724,392,555, 
132594786,261,681,746, 
151133877,261,753,769, 
28395990,735,411,94, 
210087020,745,493,572, 
116174730,618,917,205, 
34107528,291,161,728, 
345547440,714,740,654, 
142564032,237,723,832, 
523961976,998,653,804, 
40153212,876,463,99, 
63416439,729,813,107, 
129116128,562,692,332, 
97968960,184,765,696, 
253174680,606,633,660, 
47556509,637,617,121, 
699192,249,78,36, 
35884296,189,216,879, 
8886840,120,103,719, 
43632675,743,81,725, 
29090565,553,63,835, 
53034510,166,885,361, 
94608796,412,277,829, 
48294400,343,352,400, 
61629750,903,750,91, 
9478188,513,62,298, 
384142950,895,753,570, 
125140800,725,248,696, 
238902048,528,513,882, 
198994752,456,957,456, 
13499136,279,384,126, 
86645613,263,579,569, 
1921185,107,57,315, 
710051104,796,952,937, 
14291874,211,142,477, 
114878720,796,176,820, 
367814244,614,839,714, 
430878922,694,797,779, 
763110,417,2,915, 
29062950,178,525,311, 
37659814,467,661,122, 
42073200,899,240,195, 
31893386,742,811,53, 
3711692,37,124,809, 
1527120,630,8,303, 
155740326,834,721,259, 
548130450,725,766,987, 
435575935,659,811,815, 
21278920,271,604,130, 
416280348,732,627,907, 
60519564,762,427,186, 
187091310,929,245,822, 
33858000,825,285,144, 
199386684,342,882,661, 
118220712,246,758,634, 
72225384,969,616,121, 
69034956,281,347,708, 
42372660,620,109,627, 
54736320,222,335,736, 
173996809,499,763,457, 
108739956,313,786,442, 
10911888,536,78,261, 
104999544,793,216,613, 
12623520,136,255,364, 
5857248,888,194,34, 
24442600,425,91,632, 
289853700,337,915,940, 
157673596,929,281,604, 
33443040,386,152,570, 
19939920,664,70,429, 
105695120,713,680,218, 
36062793,809,117,381, 
342691492,803,566,754, 
39234048,356,448,246, 
7141820,278,35,734, 
27236538,171,217,734, 
131470680,727,274,660, 
345007236,654,686,769, 
164212776,568,819,353, 
461700648,632,783,933, 
351366358,469,826,907, 
8711112,367,138,172, 
38533520,380,202,502, 
52890625,625,677,125, 
4763640,749,530,12, 
110210100,367,364,825, 
130879128,284,534,863, 
89356080,935,264,362, 
11022660,44,855,293, 
99210096,646,158,972, 
391265028,739,693,764, 
1311380,406,646,5, 
158303970,163,990,981, 
6830912,313,352,62, 
59069556,252,247,949, 
154730016,658,639,368, 
100818200,202,620,805, 
252635130,883,765,374, 
4848400,31,680,230, 
31325832,72,969,449, 
157988490,781,613,330, 
11951913,61,241,813, 
154880604,423,478,766, 
3230500,875,284,13, 
29521640,410,188,383, 
8122869,173,333,141, 
66355707,649,173,591, 
135795000,823,300,550, 
277225344,668,528,786, 
414038196,996,429,969, 
161362080,792,244,835, 
10473480,619,188,90, 
72128000,875,736,112, 
306193825,599,889,575, 
50277672,222,932,243, 
390879555,993,935,421, 
566974824,892,754,843, 
17701600,763,32,725, 
155877216,836,204,914, 
4102016,292,878,16, 
15585498,901,279,62, 
3701520,388,15,636, 
141318144,384,816,451, 
86624384,484,238,752, 
21056427,931,63,359, 
119259140,490,851,286, 
652157825,995,935,701, 
242004268,797,737,412, 
14568824,74,332,593, 
117362670,669,331,530, 
253768370,445,698,817, 
55206102,327,389,434, 
199486800,324,940,655, 
165972800,511,350,928, 
42088500,796,75,705, 
306578040,983,904,345, 
145688400,330,780,566, 
373503366,894,761,549, 
45902500,305,175,860, 
237194790,777,623,490, 
512352974,763,779,862, 
49254702,203,318,763, 
26492290,55,914,527, 
64074816,117,688,796, 
18885960,60,783,402, 
76659552,368,978,213, 
103079200,466,395,560, 
586559961,729,897,897, 
139915776,588,676,352, 
42949060,385,668,167, 
158132736,432,369,992, 
63870768,459,223,624, 
259515900,810,995,322, 
792257310,897,885,998, 
369192864,492,967,776, 
57930288,508,663,172, 
3417000,500,34,201, 
33891648,167,336,604, 
48970980,666,114,645, 
1670750,163,205,50, 
4570944,358,28,456, 
219536640,531,646,640, 
38166660,126,439,690, 
565108896,848,878,759, 
182814720,352,960,541, 
4186308,86,133,366, 
15306624,927,192,86, 
247777344,414,944,634, 
27548820,260,549,193, 
187091200,496,400,943, 
4252160,302,176,80, 
100349725,595,445,379, 
113651018,389,661,442, 
46009080,145,452,702, 
245162904,509,987,488, 
891403704,972,918,999, 
167398830,782,603,355, 
568959460,827,820,839, 
5829410,47,395,314, 
36905232,497,168,442, 
69402000,750,269,344, 
6493800,137,474,100, 
96450860,820,629,187, 
6270570,579,190,57, 
116320864,376,356,869, 
299136240,603,624,795, 
57925620,668,705,123, 
2154680,59,220,166, 
126312000,152,831,1000, 
100571040,662,633,240, 
48561282,119,687,594, 
509256670,862,793,745, 
297160,115,68,38, 
5859000,150,93,420, 
551488676,733,787,956, 
55514010,255,674,323, 
5410384,206,268,98, 
344094688,829,872,476, 
209982640,685,833,368, 
59653440,807,352,210, 
528877778,814,689,943, 
112788720,528,423,505, 
231323488,464,731,682, 
11597040,780,42,354, 
83718376,938,421,212, 
16212240,176,801,115, 
84252000,850,826,120, 
142312962,913,166,939, 
164032792,349,539,872, 
3709888,364,182,56, 
61262964,609,498,202, 
22368500,154,250,581, 
33098613,797,381,109, 
85224960,864,240,411, 
415885057,809,721,713, 
22538736,279,374,216, 
1560090,238,285,23, 
187900800,384,575,851, 
32696352,108,568,533, 
35606376,349,109,936, 
30443424,127,264,908, 
106894340,805,373,356, 
14398146,126,229,499, 
172496184,316,951,574, 
203612970,451,505,894, 
84660000,415,510,400, 
26607828,191,564,247, 
21285000,825,516,50, 
313540755,627,971,515, 
54803880,790,564,123, 
580551106,997,718,811, 
153278307,327,707,663, 
160699764,241,724,921, 
275817150,846,567,575, 
183836610,709,387,670, 
84139806,311,402,673, 
16193500,278,466,125, 
192958848,864,503,444, 
225227520,399,640,882, 
162381450,827,330,595, 
108926516,958,409,278, 
86234400,236,522,700, 
157498880,352,752,595, 
17551728,81,464,467, 
84279525,251,363,925, 
134989224,761,228,778, 
11084238,178,111,561, 
3434808,39,404,218, 
425232464,488,997,874, 
98569750,941,125,838, 
3929312,31,136,932, 
91965840,940,372,263, 
226862688,578,888,442, 
50918472,717,538,132, 
480867840,720,864,773, 
8043840,608,630,21, 
4705421,109,49,881, 
316562064,728,529,822, 
24020788,59,836,487, 
43600360,334,610,214, 
9394488,414,244,93, 
10717520,641,55,304, 
128361207,311,741,557, 
238752675,357,925,723, 
115540344,711,732,222, 
41846844,642,598,109, 
82826064,243,432,789, 
54840240,310,364,486, 
159747360,752,485,438, 
174315936,668,332,786, 
209259792,336,987,631, 
283579200,838,480,705, 
264998940,668,499,795, 
244486788,929,723,364, 
681624138,919,771,962, 
81614736,504,394,411, 
46210250,83,655,850, 
3171480,156,107,190, 
309098790,987,330,949, 
367800840,792,709,655, 
61905052,253,332,737, 
9078426,126,329,219, 
299034375,835,573,625, 
77319360,942,135,608, 
77780508,278,422,663, 
6150150,865,237,30, 
65964828,138,827,578, 
193542930,399,570,851, 
69793372,913,659,116, 
227270148,318,994,719, 
50131206,258,813,239, 
143413920,780,978,188, 
38573901,51,771,981, 
140227320,282,529,940, 
68246520,276,395,626, 
64548900,156,613,675, 
31904496,414,228,338, 
291152872,457,821,776, 
11160072,198,66,854, 
26403300,385,254,270, 
120833440,364,965,344, 
42324282,522,351,231, 
22009310,131,317,530, 
13544704,314,128,337, 
32797440,64,702,730, 
23258907,889,27,969, 
32723600,899,104,350, 
272682072,741,456,807, 
38438638,409,274,343, 
96604200,231,492,850, 
66504360,958,890,78, 
6536832,928,587,12, 
189461420,815,653,356, 
6286644,182,202,171, 
26627645,209,307,415, 
4207104,176,288,83, 
25864575,825,107,293, 
58121280,672,930,93, 
162309706,419,611,634, 
193413876,719,348,773, 
13864262,547,551,46, 
239162784,479,672,743, 
7603650,277,50,549, 
293166200,950,716,431, 
4730958,433,607,18, 
1969000,716,55,50, 
251089000,977,1000,257, 
149924250,835,266,675, 
6697320,408,67,245, 
157220568,738,866,246, 
204022476,497,724,567, 
194833512,558,954,366, 
33876150,175,462,419, 
13880400,538,100,258, 
412413600,681,757,800, 
179909910,345,783,666, 
135734040,485,676,414, 
61502805,653,115,819, 
49390944,339,628,232, 
120705680,316,710,538, 
55629648,197,296,954, 
452480853,757,649,921, 
72724980,940,123,629, 
39638226,82,807,599, 
576957766,842,809,847, 
164294720,632,268,970, 
89329570,451,290,683, 
189288254,278,719,947, 
2588376,124,71,294, 
34760880,315,484,228, 
301050,669,30,15, 
202509125,247,937,875, 
67410189,231,407,717, 
820572,61,59,228, 
51805476,267,276,703, 
3631056,69,92,572, 
155417220,789,490,402, 
209344905,567,385,959, 
199202400,657,379,800, 
6353412,26,586,417, 
10159110,285,914,39, 
37291625,425,805,109, 
389417600,832,575,814, 
4872396,489,188,53, 
16853648,196,332,259, 
41049747,513,153,523, 
18965856,208,167,546, 
6582640,107,80,769, 
51020133,157,447,727, 
92847734,326,667,427, 
28397280,40,883,804, 
44031870,51,954,905, 
102082158,183,778,717, 
1437480,15,121,792, 
209858988,947,708,313, 
14789376,147,384,262, 
15354828,101,369,412, 
127163400,182,850,822, 
189523584,549,384,899, 
69495348,871,183,436, 
133852560,619,318,680, 
14965776,392,606,63, 
45530910,205,243,914, 
423916,262,2,809, 
5185650,955,30,181, 
198139290,514,465,829, 
141506352,312,999,454, 
132353316,282,874,537, 
34670400,466,400,186, 
434800674,847,711,722, 
16204230,89,630,289, 
157364680,556,341,830, 
36073932,164,227,969, 
42694614,387,227,486, 
891594,99,38,237, 
190754622,727,678,387, 
50777318,58,961,911, 
425480427,761,657,851, 
48565872,68,918,778, 
61385436,92,801,833, 
15115048,299,89,568, 
21740400,90,915,264, 
111940920,390,938,306, 
5855616,204,368,78, 
18717492,929,69,292, 
693000,50,330,42, 
46546344,117,892,446, 
333323100,957,405,860, 
16208127,117,757,183, 
20602920,843,47,520, 
17102085,429,67,595, 
2545616,409,778,8, 
520461240,710,962,762, 
47887435,185,313,827, 
273097944,532,711,722, 
5885784,27,586,372, 
152072985,545,281,993, 
465135300,850,606,903, 
153734112,458,444,756, 
100943136,672,933,161, 
60287304,266,404,561, 
238464576,784,852,357, 
219439740,884,871,285, 
26419770,234,193,585, 
673897,809,7,119, 
344009988,966,854,417, 
57378519,331,187,927, 
35873091,111,447,723, 
104240736,906,799,144, 
14820400,790,35,536, 
98463625,395,295,845, 
57310825,299,205,935, 
72068976,994,212,342, 
3906090,555,153,46, 
83600968,902,986,94, 
19136964,417,596,77, 
201101400,446,540,835, 
47470455,199,513,465, 
476929492,676,799,883, 
188246750,866,235,925, 
115830000,200,594,975, 
326223744,847,816,472, 
170583024,691,592,417, 
22425984,84,864,309, 
143860200,614,426,550, 
76742820,220,791,441, 
589512,638,6,154, 
313105408,896,836,418, 
42008436,179,636,369, 
134218840,658,470,434, 
46760896,592,196,403, 
64942914,443,159,922, 
138621642,417,347,958, 
273847662,918,577,517, 
3033072,408,354,21, 
1490805,9,405,409, 
390573120,722,588,920, 
14624775,311,99,475, 
5258654,953,178,31, 
254678528,332,832,922, 
80011296,276,564,514, 
316221400,895,803,440, 
7822074,694,867,13, 
19370040,381,328,155, 
6262272,27,302,768, 
236572710,878,345,781, 
11797240,14,926,910, 
95958198,398,387,623, 
41484680,542,215,356, 
632250,10,225,281, 
13340691,637,179,117, 
9640356,597,734,22, 
105215880,826,193,660, 
91523520,642,396,360, 
56278950,975,98,589, 
347147752,461,952,791, 
558775616,889,854,736, 
283936609,353,913,881, 
258368656,841,844,364, 
591027984,786,776,969, 
70619200,800,101,874, 
407644,2,457,446, 
32982235,815,143,283, 
14838525,95,445,351, 
1642410,270,79,77, 
50622030,866,433,135, 
63732900,217,979,300, 
108135720,235,498,924, 
18435360,796,60,386, 
10630557,249,399,107, 
199147860,862,755,306, 
86505300,483,225,796, 
10740600,225,72,663, 
22543248,794,182,156, 
404768448,921,448,981, 
47424570,722,87,755, 
44528400,900,372,133, 
82351035,717,465,247, 
113721498,703,198,817, 
26539884,138,723,266, 
459378402,499,953,966, 
207001536,376,791,696, 
2638712,4,661,998, 
28966400,40,992,730, 
419597280,615,736,927, 
11349195,363,65,481, 
41459972,103,977,412, 
15158304,511,103,288, 
113990100,721,930,170, 
120663382,469,782,329, 
25293312,384,132,499, 
8537040,167,80,639, 
54753900,916,75,797, 
208770254,251,982,847, 
113993208,409,882,316, 
361830294,903,678,591, 
264077535,795,941,353, 
9548773,19,871,577, 
94982096,242,568,691, 
417089360,541,838,920, 
159479134,746,313,683, 
147132558,509,318,909, 
72983169,929,301,261, 
19444254,62,321,977, 
165306344,346,604,791, 
33470297,217,211,731, 
2269248,446,6,848, 
254797011,893,441,647, 
148156784,271,727,752, 
61855664,181,689,496, 
1845504,16,267,432, 
27837810,455,99,618, 
197538250,475,914,455, 
186383754,818,261,873, 
38938626,237,394,417, 
67036626,397,477,354, 
64493000,410,325,484, 
262260480,326,838,960, 
27787680,839,92,360, 
57581568,639,352,256, 
21457722,143,562,267, 
2236572,531,6,702, 
86872500,135,780,825, 
423242400,854,590,840, 
1183350,210,7,805, 
20666460,615,271,124, 
102296025,853,225,533, 
189040720,880,331,649, 
69777176,472,343,431, 
460280,5,148,622, 
12949920,510,552,46, 
105755920,355,344,866, 
9678240,80,198,611, 
37654992,762,174,284, 
7172352,283,352,72, 
303023730,537,730,773, 
278545850,775,527,682, 
18328320,576,43,740, 
17428320,57,637,480, 
4411656,24,863,213, 
266496768,856,423,736, 
66991682,703,106,899, 
101517312,186,832,656, 
7355136,244,192,157, 
41808000,134,750,416, 
98161776,172,764,747, 
8917290,101,981,90, 
5640888,22,276,929, 
79528797,127,729,859, 
73752528,201,646,568, 
67282110,970,189,367, 
75403100,205,530,694, 
23363605,263,545,163, 
257393736,612,943,446, 
226889000,500,806,563, 
386137960,845,478,956, 
57633740,503,170,674, 
10121424,278,37,984, 
27693540,252,155,709, 
447825900,831,850,634, 
98113851,291,601,561, 
39202800,718,546,100, 
9546240,32,452,660, 
10545840,302,36,970, 
488363148,819,948,629, 
25061950,310,115,703, 
404884800,960,465,907, 
402793920,866,912,510, 
10972060,22,941,530, 
19567758,62,339,931, 
57490731,157,549,667, 
24225265,199,251,485, 
1717000,425,5,808, 
131873625,381,923,375, 
83244876,858,278,349, 
2800505,719,5,779, 
308352000,600,640,803, 
21377116,379,478,118, 
34081920,873,40,976, 
5188128,289,96,187, 
95698260,290,679,486, 
60029702,778,589,131, 
492233190,589,939,890, 
134642319,443,861,353, 
21514080,674,152,210, 
5053440,112,48,940, 
166537800,396,647,650, 
79893420,691,282,410, 
175769,29,319,19, 
80581308,542,349,426, 
64865070,151,555,774, 
115456209,661,869,201, 
115245416,769,572,262, 
112250640,596,730,258, 
145866192,752,249,779, 
23001000,820,330,85, 
234461610,502,535,873, 
41447854,278,361,413, 
24998064,776,413,78, 
211264200,920,405,567, 
40355616,373,224,483, 
